Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,G12,FALSE,CR2Apal_36C_19,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,N/A,,,,,,
85,H1,FALSE,NTC,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,N/A,,,,,,
86,H2,FALSE,NTC,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,39,N/A,,,,,,
87,H3,FALSE,CR2Apal_36C_20,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,N/A,,,,,,
88,H4,FALSE,CR2Apal_36C_20,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
89,H5,FALSE,CR2Apal_36C_20,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,17,N/A,,,,,,
90,H6,FALSE,CR2Apal_36C_20,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,19,N/A,,,,,,
91,H7,FALSE,CR2Apal_36C_21,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,N/A,,,,,,
92,H8,FALSE,CR2Apal_36C_21,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
93,H9,FALSE,CR2Apal_36C_21,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,16,N/A,,,,,,
94,H10,FALSE,CR2Apal_36C_21,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,20,N/A,,,,,,
95,H11,FALSE,+,Apal,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,26,N/A,,,,,,
96,H12,FALSE,+,A,UNKNOWN,SYBR,None,,,,,,,,,,,FALSE,0.10000000000000001,TRUE,3,12,N/A,,,,,,
